  ;US_ID;Description;Acceptance Criterias;Priority;Point;Assign;Test Type;;;;;;;;;;;;;;;;;;
;;;/api/updateCoursefaq/{id} endpoint'inden donen response body icindeki Updated Course Faq ID bilgisinin /api/updateCoursefaq/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen course faq kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Course Faq ID ile /api/coursefaq/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_020;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip course faq bilgilerini silebilmek istiyorum.;"/api/deleteCoursefaq/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteCoursefaq/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not course faq for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteCoursefaq/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteCoursefaq/{id} endpoint'inden donen response body icindeki Deleted Course Faq ID bilgisinin /api/deleteCoursefaq/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen course faq kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Course Faq ID ile /api/coursefaq/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Product;US_021;Bir yönetici olarak API baðlantýsý üzerinden products'e eriþebilmek istiyorum.;"/api/products endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (creator_id, type, slug, category_id, price, point, unlimited_inventory, ordering, inventory, id, product_id, locale, title, seo_description, summary, description) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/products endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_022;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product'in detaylý bilgilerine erisebilmeliyim.;"/api/product/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, creator_id, type, slug, category_id, price, point, unlimited_inventory, ordering, inventory, id, product_id, locale, title, seo_description, summary, description) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/product/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product for this id."" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/product/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_023;Bir yönetici olarak API baðlantýsý üzerinden yeni bir product kaydý olusturabilmek istiyorum.;"/api/addProduct endpoint'ine gecerli authorization bilgileri ve dogru datalar (type, price, category_id, title, summary, description) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addProduct endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The type field is required. (and 3 more errors)"" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addProduct endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (type, price, category_id, title, summary, description) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni product kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Product ID ile /api/product/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_024;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product'in bilgilerini güncelleyebilmek istiyorum.;"/api/updateProduct/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (type, price, category_id, title, summary, description) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Updated."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateProduct/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is no information to update."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateProduct/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru datalar (type, price, category_id, title, summary, description) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product for this id."" oldugu, (id) icermeyen ve dogru datalar (type, price, category_id, title, summary, description) iceren bir PATCH body gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateProduct/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (type, price, category_id, title, summary, description) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateProduct/{id} endpoint'inden donen response body icindeki Updated Product ID bilgisinin /api/updateProduct/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen product kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Product ID ile /api/product/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_025;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product bilgilerini silebilmek istiyorum.;"/api/deleteProduct/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteProduct/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteProduct/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteProduct/{id} endpoint'inden donen response body icindeki Deleted Product Id bilgisinin /api/deleteProduct/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen product kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Product Id ile /api/product/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Product Categories;US_026;Bir yönetici olarak API baðlantýsý üzerinden product categories'e eriþebilmek istiyorum.;"/api/productCategories endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (parent_id, icon, order, title, id, product_category_id, locale, title) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/productCategories endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_027;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product category'in detaylý bilgilerine erisebilmeliyim.;"/api/productCategory/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, parent_id, icon, order, title, id, product_category_id, locale, title) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/productCategory/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product category for this id."" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/productCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_028;Bir yönetici olarak API baðlantýsý üzerinden yeni bir product category kaydý olusturabilmek istiyorum.;"/api/addProductCategory endpoint'ine gecerli authorization bilgileri ve dogru data (title) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addProductCategory endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The title field is required."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addProductCategory endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru data (title) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni product category kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Category ID ile /api/productCategory/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_029;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product category'in bilgilerini güncelleyebilmek istiyorum.;"/api/updateProductCategory/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Updated."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateProductCategory/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203 ve response body'deki remark bilgisinin ""failed"" ve mesaj bilgisinin de ""There is no information to update."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateProductCategory/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru data (title) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product category for this id."" oldugu, (id) icermeyen ve dogru data (title) iceren bir PATCH body gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateProductCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru data (title) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateProductCategory/{id} endpoint'inden donen response body icindeki Updated Category Id bilgisinin /api/updateProductCategory/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen product category kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen Updated Category Id ile /api/productCategory/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_030;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product category bilgilerini silebilmek istiyorum.;"/api/deleteProductCategory/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteProductCategory/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product category for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteProductCategory/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteProductCategory/{id} endpoint'inden donen response body icindeki Deleted Product Category Id bilgisinin /api/deleteProductCategory/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen product category kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Product Category Id ile /api/productCategory/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Product FAQ;US_031;Bir yönetici olarak API baðlantýsý üzerinden product faqs'e eriþebilmek istiyorum.;"/api/productfaqs endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (creator_id, product_id, order, created_at, title, answer, id, product_faq_id, locale, title, answer) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/productfaqs endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_032;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product faq'in detaylý bilgilerine erisebilmeliyim.;"/api/productfaq/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, creator_id, product_id, order, created_at, title, answer, id, product_faq_id, locale, title, answer) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/productfaq/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product faq for this id."" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/productfaq/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_033;Bir yönetici olarak API baðlantýsý üzerinden yeni bir product faq kaydý olusturabilmek istiyorum.;"/api/addProductfaq endpoint'ine gecerli authorization bilgileri ve dogru datalar (title, answer, product_id) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addProductfaq endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The product id field is required. (and 2 more errors)"" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addProductfaq endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (title, answer, product_id) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni product faq kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Product Faq ID ile /api/productfaq/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_034;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product faq'in bilgilerini güncelleyebilmek istiyorum.;"/api/updateProductfaq/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve dogru datalar (title, answer, product_id) iceren bir PATCH body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Updated."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/updateProductfaq/{id} endpoint'ine gecerli authorization bilgileri ile dogru (id) ve data icermeyen bir PATCH request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is no information to update."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateProductfaq/{id} endpoint'ine gecerli authorization bilgileri ile kaydý olmayan bir (id) ve dogru datalar (title, answer, product_id) iceren bir PATCH body gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product faq for this id."" oldugu, (id) icermeyen ve dogru datalar (title, answer, product_id) iceren bir PATCH body gönderildiginde de  dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/updateProductfaq/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) ve dogru datalar (title, answer, product_id) iceren bir PATCH body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/updateProductfaq/{id} endpoint'inden donen response body icindeki updated Product Faq ID bilgisinin /api/updateProductfaq/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden güncellenmek istenen product faq kaydinin güncellendigi, API uzerinden dogrulanmali.
(Response body'de dönen updated Product Faq ID ile /api/productfaq/{id} endpoint'ine GET request gönderilerek kaydýn güncellendiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_035;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip product faq bilgilerini silebilmek istiyorum.;"/api/deleteProductfaq/{id} endpoint'ine gecerli authorization bilgileri ve dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Deleted."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/deleteProductfaq/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir DELETE request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not product faq for this id."" oldugu, (id) icermeyen bir DELETE request gönderildiginde de dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/deleteProductfaq/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru (id) iceren bir DELETE request gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;/api/deleteProductfaq/{id} endpoint'inden donen response body icindeki Deleted Product Faq ID bilgisinin /api/deleteProductfaq/{id} endpoint'inde yazan id path parametresi ile ayni oldugu dogrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden silinmek istenen product faq kaydinin silindigi, API uzerinden dogrulanmali.
(Response body'de dönen Deleted Product Faq ID ile /api/productfaq/{id} endpoint'ine GET request gönderilerek kaydýn silindiði doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Blogs;US_036;Bir yönetici olarak API baðlantýsý üzerinden blogs'a eriþebilmek istiyorum.;"/api/blogs endpoint'ine gecerli authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Medium;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;id(x) olaninin response body'de donen bilgileri (category_id, author_id, slug, image, visit_count, enable_comment, status, created_at, updated_at, comments_count) doðrulanmalý.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/blogs endpoint'ine gecersiz (invalid token) authorization bilgileri ile bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_037;Bir yönetici olarak API baglantisi üzerinden belirtilen id numarasýna sahip blog'un detaylý bilgilerine erisebilmeliyim.;"/api/blog/{id} endpoint'ine gecerli authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 200 ve response body'deki remark bilgisinin ""success"" oldugu dogrulanmali.";Low;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;Response body icindeki list datalarýnýn (id, category_id, author_id, slug, image, visit_count, enable_comment, status, created_at, updated_at, id, blog_id, locale, title) içerikleri doðrulanmali.;;;;;;;;;;;;;;;;;;;;;;
;;;"/api/blog/{id} endpoint'ine gecerli authorization bilgileri ve kaydý olmayan bir (id) iceren bir GET request gönderildiginde dönen status code'in 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""There is not blog for this id."" oldugu, (id) icermeyen bir GET request gönderildiginde de dönen status code'un 203, response body'deki remark bilgisinin ""failed"" ve message bilgisinin de ""No id"" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/blog/{id} endpoint'ine gecersiz (invalid token) authorization bilgileri ve dogru data (id) iceren bir GET request gönderildiginde dönen status code'in 401 ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali.";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;US_038;Bir yönetici olarak API baðlantýsý üzerinden yeni bir blog kaydý olusturabilmek istiyorum.;"/api/addBlog endpoint'ine gecerli authorization bilgileri ve dogru datalar (title, category_id, description, content) iceren bir POST body gönderildiginde dönen status code'in 200, response body'deki remark bilgisinin ""success"" ve Message bilgisinin de ""Successfully Added."" oldugu dogrulanmali.";High;;;Backend (API);;;;;;;;;;;;;;;;;;
;;;"/api/addBlog endpoint'ine gecerli authorization bilgileri ve data icermeyen bir POST request gönderildiginde dönen status code'in 422 oldugu ve response body'deki message bilgisinin ""The title field is required. (and 3 more errors)"" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"/api/addBlog endpoint'ine gecersiz (invalid token) authorization bilgileri ile dogru datalar (title, category_id, description, content) iceren bir POST body gönderildiginde dönen status code'in 401 oldugu ve response body'deki message bilgisinin ""Unauthenticated."" oldugu dogrulanmali";;;;;;;;;;;;;;;;;;;;;;
;;;"API uzerinden olusturulmak istenen yeni blog kaydinin olustugu API uzerinden dogrulanmali. 
(Response bodyde dönen Added Blog ID ile /api/blog/{id} endpoint'ine GET request gönderilerek kayýt oluþturulduðu doðrulanabilir.)";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
